,state,city,status
5592,MO,CONCEPTION,1
5593,MO,CONCORDIA,1
5594,MO,CREVE COEUR,86
5595,MO,CRYSTAL CITY,11
5596,MO,CUBA,2
5597,MO,DARDENNE PRAIRIE,13
5598,MO,DEXTER,3
5599,MO,DUNDEE,1
5600,MO,EARTH CITY,42
5601,MO,EDWARDS,2
5602,MO,EL DORADO SPRINGS,1
5603,MO,ELDON,4
5604,MO,ELLISVILLE,503
5605,MO,ELLSIVILLE,3
5606,MO,EUREKA,4
5607,MO,EVERTON,1
5608,MO,EXCELSIOR SPRINGS,1
5609,MO,FARMINGTON,19
5610,MO,FENTON,75
5611,MO,FESTUS,19
5612,MO,FLORISSANT,4
5613,MO,FLOWOOD,1
5614,MO,FORSYTH,1
5615,MO,FREDERICKTOWN,4
5616,MO,FREEBURG,1
5617,MO,FULTON,10
5618,MO,GENEVIEVE,2
5619,MO,GLADSTONE,2
5620,MO,GRAIN VALLEY,4
5621,MO,GRAND RAPIDS,14
5622,MO,GRANDVIEW,20
5623,MO,GRANVIEW,1
5624,MO,HANNIBAL,12
5625,MO,HARWOOD,4
5626,MO,HAYTI,4
5627,MO,HAZELWOOD,63
5628,MO,HERMANN,6
5629,MO,HIGGINSVILLE,1
5630,MO,HIGH RIDGE,6
5631,MO,INDEPENDENCE,12
5632,MO,JACKSON,11
5633,MO,JEFFERSON CITY,189
5634,MO,JENNINGS,1
5635,MO,JOPLIN,154
5636,MO,KANSAS,2
5637,MO,KANSAS CITY,2089
5638,MO,KEARNEY,1
5639,MO,KENNETT,11
5640,MO,KIRKSVILLE,41
5641,MO,KIRKWOOD,3
5642,MO,LAKE ST. LOUIS,1
5643,MO,LEBANON,3
5644,MO,LEE'S SUMMIT,60
5645,MO,LEE'S SUMMMIT,8
5646,MO,LEES SUMMIT,102
5647,MO,LEXINGTON,1
5648,MO,LIBERTY,32
5649,MO,LINCOLN,2
5650,MO,LONE JACK,6
5651,MO,LOUISIANA,2
5652,MO,MACON,2
5653,MO,MANCHESTER,462
5654,MO,MAPLEWOOD,3
5655,MO,MARCELINE,3
5656,MO,MARSHALL,8
5657,MO,MARYLAND HEIGHTS,443
5658,MO,MARYVIILLE,2
5659,MO,MARYVILLE,29
5660,MO,MEMPHIS,2
5661,MO,MEXICO,11
5662,MO,MILAN,5
5663,MO,MOBERLY,3
5664,MO,MONETT,5
5665,MO,MONROE CITY,2
5666,MO,MOUNTAIN VIEW,1
5667,MO,MT PLEASANT,1
5668,MO,MT. VERNON,2
5669,MO,N. KANSAS CITY,1
5670,MO,NEOSHO,2
5671,MO,NEVADA,11
5672,MO,NEWARK,3
5673,MO,NIXA,5
5674,MO,NORTH KANSAS CITY,1772
5675,MO,O'FALLON,51
5676,MO,OFALLON,7
5677,MO,OLIVETTE,346
5678,MO,OSAGE BEACH,5
5679,MO,OSCEOLA,6
5680,MO,OXFORD,1
5681,MO,OZARK,1
5682,MO,PARKVILLE,20
5683,MO,PERRYVILLE,2
5684,MO,PEVELY,2
5685,MO,PIEDMONT,1
5686,MO,PILOT KNOB,1
5687,MO,PINEVILLE,1
5688,MO,PLATTE CITY,2
5689,MO,POPLAR BLUFF,58
5690,MO,PRINCETON,44
5691,MO,RAYTOWN,1
5692,MO,RICHMOND,3
5693,MO,RIVERSIDE,8
5694,MO,ROGERSVILLE,1
5695,MO,ROLLA,207
5696,MO,SAINT CHARLES,5
5697,MO,SAINT JOHN,2
5698,MO,SAINT JOSEPH,7
5699,MO,SAINT LOUIS,801
5700,MO,SAINT PETERS,183
5701,MO,SALEM,1
5702,MO,SAVANNAH,2
5703,MO,SCOTT CITY,2
5704,MO,SEDALIA,31
5705,MO,SIKESTON,63
5706,MO,SPINGFIELD,1
5707,MO,SPRINGFIELD,342
5708,MO,SPRINGFIRLD,1
5709,MO,ST .LOUIS,4
5710,MO,ST CHARLES,6
5711,MO,ST JOSEPH,1
5712,MO,ST LOUIS,373
5713,MO,ST PETERS,2
5714,MO,"ST, LOUIS",3
5715,MO,ST. CHARLES,107
5716,MO,ST. JAMES,2
5717,MO,ST. JOSEPH,106
5718,MO,ST. LOUIC,1
5719,MO,ST. LOUIS,6530
5720,MO,"ST. LOUIS,",1
5721,MO,ST. PETERS,80
5722,MO,ST.LOUIS,11
5723,MO,STE GENEVIEVE,1
5724,MO,STE. GENEVIEVE,7
5725,MO,SULLIVAN,9
5726,MO,SUNSET HILLS,194
5727,MO,TOWN & COUNTRY,1
5728,MO,TOWN AND COUNTRY,54
5729,MO,TROY,1
5730,MO,UNION,7
5731,MO,UNIONVILLE,2
5732,MO,UNIVERSITY CITY,3
5733,MO,VALLEY PARK,1
5734,MO,VILLA RIDGE,1
5735,MO,WARRENSBURG,169
5736,MO,WARRENTON,5
5737,MO,WARSAW,1
5738,MO,WASHINGTON,28
5739,MO,WEBSTER GROVES,3
5740,MO,WELDON SPRING,2
5741,MO,WENTZVILLE,16
5742,MO,WEST PLAINS,25
5743,MO,WILDWOOD,375
5744,MO,WINCHESTER,1
5745,MO,WRIGHT CITY,3
5746,MP,SAIPAN,122
5747,MP,TINIAN,1
5748,MS,ABERDEEN,5
5749,MS,ACKERMAN,1
5750,MS,ALCORN STATE,37
5751,MS,AMORY,9
5752,MS,BATESVILLE,6
5753,MS,BAY SAINT LOUIS,3
5754,MS,BAY ST LOUIS,3
5755,MS,BELMONT,1
5756,MS,BELZONI,2
5757,MS,BILOXI,12
5758,MS,BRANDON,4
5759,MS,CANTON,19
5760,MS,CARTHAGE,3
5761,MS,CENTREVILLE,2
5762,MS,CHARLESTOWN,5
5763,MS,CHOCTAW,1
5764,MS,CINTON,1
5765,MS,CLARKSDALE,53
5766,MS,CLEVELAND,7
5767,MS,CLINTON,12
5768,MS,COFFEEVILLE,3
5769,MS,COLUMBIA,5
5770,MS,COLUMBUS,26
5771,MS,CORINTH,7
5772,MS,DE KALB,6
5773,MS,DECATUR,3
5774,MS,DEKALB,5
5775,MS,DURANT,8
5776,MS,EAST LANSING,1
5777,MS,ELLISVILLE,3
5778,MS,FAYETTE,3
5779,MS,FLORA,2
5780,MS,FLOWOOD,37
5781,MS,"FLOWOOD,",1
5782,MS,FOREST,3
5783,MS,GAUTIER,1
5784,MS,GREENVILLE,39
5785,MS,GREENWOOD,23
5786,MS,GRENADA,6
5787,MS,GULFPORT,20
5788,MS,HATTIESBURG,255
5789,MS,HAZLEHURST,5
5790,MS,HEIDELBERG,7
5791,MS,HERNANDO,1
5792,MS,HOLLY SPRINGS,5
5793,MS,HORN LAKE,4
5794,MS,INDIANOLA,36
5795,MS,"INDIANOLA, MS",1
5796,MS,ITTA BENA,6
5797,MS,JACKSON,622
5798,MS,JACSKON,1
5799,MS,KILN,10
5800,MS,LAUREL,43
5801,MS,LEXINGTON,37
5802,MS,LONG BEACH,1
5803,MS,LOUISVILLE,1
5804,MS,LUMBERTON,5
5805,MS,MACON,14
5806,MS,MADISON,9
5807,MS,MAGNOLIA,1
5808,MS,MANTACHIE,7
5809,MS,MC.COMB,1
5810,MS,MCCOMB,24
5811,MS,MERIDIAN,80
5812,MS,MISS. STATE,279
5813,MS,MISSISSIPPI STATE,2
5814,MS,MOSS POINT,2
5815,MS,MOUND BAYOU,5
5816,MS,NATCHEZ,16
5817,MS,NEW ALBANY,3
5818,MS,NEWTON,3
5819,MS,OCEAN SPRINGS,8
5820,MS,OLIVE BRANCH,17
5821,MS,OXFORD,61
5822,MS,PASCAGOULA,11
5823,MS,PEARL,7
5824,MS,PHILADELPHIA,8
5825,MS,PICAYUNE,3
5826,MS,PICKENS,1
5827,MS,PONTOTOC,1
5828,MS,POPLARVILLE,5
5829,MS,PORT GIBSON,5
5830,MS,PUCKETT,3
5831,MS,RAYMOND,2
5832,MS,RICHLAND,5
5833,MS,RIDGELAND,70
5834,MS,RIDGELAND SUITE 5203,1
5835,MS,RIGELAND,1
5836,MS,RIPLEY,1
5837,MS,ROBINSONVILLE,6
5838,MS,ROBINSONVILLE STATE,2
5839,MS,ROLLING FORK,2
5840,MS,RULEVILLE,4
5841,MS,SAGINAW,1
5842,MS,SALTILLO,1
5843,MS,SARDIS,1
5844,MS,SENATOBIA,4
5845,MS,SHANNON,1
5846,MS,SOUTHAVEN,6
5847,MS,STARKVILLE,94
5848,MS,SUMMIT,1
5849,MS,TOUGALOO,3
5850,MS,TUNICA,11
5851,MS,TUNICA RESORT,1
5852,MS,TUPELO,20
5853,MS,TUTWILER,1
5854,MS,TYLERTOWN,9
5855,MS,UNIVERSITY,168
5856,MS,VICKSBURG,12
5857,MS,WATER VALEY,1
5858,MS,WATER VALLEY,3
5859,MS,WESSON,3
5860,MS,WEST POINT,2
5861,MS,YAZOO CITY,10
5862,MT,ABSAROKEE,2
5863,MT,BELGRADE,2
5864,MT,BIG TIMBER,1
5865,MT,BILLINGS,55
5866,MT,BLLINGS,1
5867,MT,BOX ELDER,1
5868,MT,BOZEMAN,134
5869,MT,BUTTE,23
5870,MT,CIRCLE,3
5871,MT,COLUMBIA,1
5872,MT,CUT BANK,2
5873,MT,DEER LODGE,1
5874,MT,FLAXVILLE,1
5875,MT,GALLATIN GATEWAY,1
5876,MT,GLENDIVE,2
5877,MT,GREART FALLS,1
5878,MT,GREAT FALLS,34
5879,MT,HAMILTON,19
5880,MT,HAVRE,5
5881,MT,HELENA,11
5882,MT,HERON,1
5883,MT,KALISPELL,22
5884,MT,KANSAS CITY,1
5885,MT,LAME DEER,1
5886,MT,LEWISTOWN,1
5887,MT,MANHATTAN,2
5888,MT,MANKATO,1
5889,MT,MILES CITY,1
5890,MT,MISOSULA,1
5891,MT,MISSOULA,71
5892,MT,MONTANA CITY,2
5893,MT,PLENTYWOOD,1
5894,MT,PRAY,2
5895,MT,RED LODGE,2
5896,MT,RONAN,3
5897,MT,ROUNDUP,1
5898,MT,SIDNEY,2
5899,MT,ST. LOUIS,1
5900,MT,SUPERIOR,2
5901,MT,THREE FORKS,2
5902,MT,TOWNSEND,1
5903,MT,VIDA,2
5904,MT,WARM SPRINGS,1
5905,MT,WHITEFISH,3
5906,NC,"1003 HIGH HOUSE ROAD, SUITE NO 202",1
5907,NC,ABERDEEN,4
5908,NC,ADVANCE,6
5909,NC,AHOSKIE,2
5910,NC,ALAMANCE,1
5911,NC,ALBEMARLE,1
5912,NC,ALBERMARLE,1
5913,NC,ALPHARETTA,1
5914,NC,ANGIER,6
5915,NC,ANSONVILLE,13
5916,NC,APEX,36
5917,NC,ARAPAHOE,1
5918,NC,ARCHDALE,3
5919,NC,ARDEN,32
5920,NC,ASHEBORO,12
5921,NC,ASHEVILLE,86
5922,NC,BANNER ELK,2
5923,NC,BATTLEBORO,5
5924,NC,BAYBORO,2
5925,NC,BEAUFORT,9
5926,NC,BELLEVUE,3
5927,NC,BELMONT,4
5928,NC,BENSON,2
5929,NC,BESSEMER CITY,1
5930,NC,BEULAVILLE,1
5931,NC,BISCOE,9
5932,NC,BLACK MOUNTAIN,1
5933,NC,BOILING SPRINGS,8
5934,NC,BOONE,65
5935,NC,BRADENTON,1
5936,NC,BREVARD,12
5937,NC,BRIARCLIFF MANOR,1
5938,NC,BROWNS SUMMIT,3
5939,NC,BUIES CREEK,11
5940,NC,BURGAW,4
5941,NC,BURLINGTON,127
5942,NC,BUTNER,4
5943,NC,CAMERON,3
5944,NC,CANTON,5
5945,NC,CAR,1
5946,NC,CARLOTTE,1
5947,NC,CARRBORO,2
5948,NC,CARY,5242
5949,NC,CASTLE HAYNE,2
5950,NC,CERRO GORDO,2
5951,NC,CHAPEL HILL,886
5952,NC,CHAPIL HILL,1
5953,NC,CHARLETTE,3
5954,NC,CHARLOETTE,1
5955,NC,CHARLOTTE,6429
5956,NC,CHARLOTTE NC,1
5957,NC,"CHARLOTTE,",2
5958,NC,CHARLTOTE,1
5959,NC,CHICAGO,1
5960,NC,CLAYTON,7
5961,NC,CLEMMONS,6
5962,NC,CLEVELAND,5
5963,NC,CLINTON,18
5964,NC,COLFAX,3
5965,NC,COLUMBIA,1
5966,NC,COLUMBUS,1
5967,NC,CONCORD,101
5968,NC,"CONCORD, NC",1
5969,NC,CONELIUS,1
5970,NC,CONOVER,6
5971,NC,CORNELIUS,36
5972,NC,CREEDMOOR,1
5973,NC,CULLOWHEE,48
5974,NC,DALLAS,8
5975,NC,DAVIDSON,84
5976,NC,DENVER,6
5977,NC,DOBSON,1
5978,NC,DUCK,2
5979,NC,DUNN,2
5980,NC,DURHAM,37689
5981,NC,"DURHAM,",7
5982,NC,"DURHAM, NC 27713",2
5983,NC,EDEN,1
5984,NC,ELIZABETH CITY,32
5985,NC,ELIZABETHTOWN,7
5986,NC,ELKIN,1
5987,NC,ELLENBORO,1
5988,NC,ELLERBE,1
5989,NC,ELON,43
5990,NC,EMERALD ISLE,1
5991,NC,ERWIN,2
5992,NC,FAISON,1
5993,NC,FAYETTEVILLE,128
5994,NC,FAYETTVILLE,1
5995,NC,FLETCHER,7
5996,NC,FOREST CITY,1
5997,NC,FORSYTH,1
5998,NC,FORT MILL,2
5999,NC,FRANKLIN,3
6000,NC,FRANKLINTON,17
6001,NC,FREMONT,1
6002,NC,FUQUAY VARINA,10
6003,NC,FUQUAY-VARINA,5
6004,NC,GARNER,17
6005,NC,GASONIA,1
6006,NC,GAST,1
6007,NC,GASTON,5
6008,NC,GASTONIA,391
6009,NC,GIBSONVILE,1
6010,NC,GLEN RAVEN,4
6011,NC,GOLDSBORO,66
6012,NC,GRAHAM,3
6013,NC,GRANITE FALLS,1
6014,NC,GREEENSBORO,1
6015,NC,GREENBORO,2
6016,NC,GREENSBORO,1119
6017,NC,GREENSBOTO,1
6018,NC,GREENSBROO,1
6019,NC,GREENVILLE,324
6020,NC,GRIMESLAND,5
6021,NC,GROVER,3
6022,NC,HALIFAX,18
6023,NC,HAMLET,15
6024,NC,HAMPTONVILLE,2
6025,NC,HARRELLS,9
6026,NC,HARRISBURG,4
6027,NC,HARTSVILLE,1
6028,NC,HENDERSON,43
6029,NC,HENDERSONVILLE,21
6030,NC,HICKORY,90
6031,NC,HIGH POINT,274
6032,NC,HIGHLANDS,10
6033,NC,HILLSBOROUGH,16
6034,NC,HOLLISTER,2
6035,NC,HOLLY SPRINGS,16
6036,NC,HOPE MILLS,7
6037,NC,HUDSON,1
6038,NC,HUNTERSVILLE,95
6039,NC,INDIAN LAND,1
6040,NC,INDIAN TRAIL,15
6041,NC,JACKSON,3
6042,NC,JACKSONVILLE,11
6043,NC,KANNAPOLIS,22
6044,NC,KENANSVILLE,17
6045,NC,KERNERSVILLE,9
6046,NC,KILL DEVIL HILLS,2
6047,NC,KING,1
6048,NC,KINGS MOUNTAIN,7
6049,NC,KINSTON,19
6050,NC,LAKE  WACCAMAW,1
6051,NC,LAKE WACCAMAW,2
6052,NC,LAURIBURG,1
6053,NC,LAURINBURG,112
6054,NC,LEICESTER,1
6055,NC,LELAND,2
6056,NC,LENIOR,1
6057,NC,LENOIR,15
6058,NC,LEWISVILLE,1
6059,NC,LEXINGTON,27
6060,NC,LILLINGTON,5
6061,NC,LINCOLNTON,19
6062,NC,LOCUST,2
6063,NC,LONG ISLAND CITY,1
6064,NC,LOUISBURG,1
6065,NC,LUMBERTON,53
6066,NC,MADISON,2
6067,NC,MAMERS,1
6068,NC,MARION,11
6069,NC,MASSAPEQUA,1
6070,NC,MATHEWS,2
6071,NC,MATTHEWS,45
6072,NC,"MATTHEWS, NC 28105",1
6073,NC,MCLEANSVILLE,18
6074,NC,MEBANE,37
6075,NC,MERRY HILL,3
6076,NC,MILLS RIVER,3
6077,NC,MINT HILL,4
6078,NC,MISENHEIMER,2
6079,NC,MOCKSVILLE,6
6080,NC,MONCURE,4
6081,NC,MONROE,61
6082,NC,MONTREAT,3
6083,NC,MOORESVILLE,426
6084,NC,MOORSESVILLE,2
6085,NC,MOREHEAD CITY,3
6086,NC,MORGANTON,12
6087,NC,MORRISIVILLE,2
6088,NC,MORRISTOWN,1
6089,NC,MORRISVILE,1
6090,NC,MORRISVILLE,2437
6091,NC,"MORRISVILLE, NC",3
6092,NC,MORRSIVILLE,1
6093,NC,MOUNT AIRY,19
6094,NC,MOUNT HOLLY,2
6095,NC,MOUNT OLIVE,3
6096,NC,MOUNT ULLA,4
6097,NC,MOUNTAIN VIEW,1
6098,NC,MT HOLLY,1
6099,NC,MT. AIRY,1
6100,NC,MUKWONAGO,1
6101,NC,MURFREESBORO,6
6102,NC,MURPHY,2
6103,NC,NAGS HEAD,2
6104,NC,NASHVILLE,9
6105,NC,NEW BERN,5
6106,NC,NEW LONDON,13
6107,NC,NEW YORK,4
6108,NC,NEWBERN,2
6109,NC,NEWBURGH,1
6110,NC,NEWPORT,4
6111,NC,NEWTON,19
6112,NC,NORTH WILKESBORO,13
6113,NC,OAK RIDGE,3
6114,NC,OLD HICKORY,1
6115,NC,OXFORD,5
6116,NC,PASADENA,1
6117,NC,PEMBROKE,33
6118,NC,PINE HALL,2
6119,NC,PINEHURST,2
6120,NC,PINEVILLE,92
6121,NC,"PINEVILLE, NC",2
6122,NC,PISGAH FOREST,1
6123,NC,PITTSBORO,28
6124,NC,PLYMOUTH,4
6125,NC,POWELLS POINT,1
6126,NC,RAEFORD,18
6127,NC,RALEIGH,3660
6128,NC,RALIEGH,5
6129,NC,RANDLEMAN,3
6130,NC,REIDSVILLE,4
6131,NC,RELEIGH,1
6132,NC,RESEACH TRIANGLE PARK,1
6133,NC,RESEARCH TRAINGLE PARK,1
6134,NC,RESEARCH TRIANGLE PARK,2043
6135,NC,RESEARCH TRIANGLE PARL,1
6136,NC,RIEGELWOOD,1
6137,NC,ROANOKE RAPIDS,7
6138,NC,ROBERSONVILLE,2
6139,NC,ROCK HILL,1
6140,NC,ROCKINGHAM,1
6141,NC,ROCKWELL,5
6142,NC,ROCKY MOUNT,91
6143,NC,RONDA,2
6144,NC,ROSE HILL,117
6145,NC,ROUND ROCK,1
6146,NC,ROXBORO,13
6147,NC,RTP,14108
6148,NC,RURAL HALL,8
6149,NC,RUTHERFORD COLLEGE,3
6150,NC,RUTHERFORDTON,3
6151,NC,SACRAMENTO,1
6152,NC,SALISBURY,61
6153,NC,SAN DIEGO,1
6154,NC,SANFORD,76
6155,NC,SAXAPAHAW,2
6156,NC,SELMA,4
6157,NC,SHELBY,9
6158,NC,SHERRILLS FORD,1
6159,NC,SILER CITY,1
6160,NC,SKANEATELES FALLS,1
6161,NC,SMITHFIELD,14
6162,NC,SNOW HILL,3
6163,NC,SOUTHERN PINES,10
6164,NC,SPRUCE PINE,2
6165,NC,ST. PAULS,1
6166,NC,STALEY,1
6167,NC,STALLINGS,1
6168,NC,STANLEY,4
6169,NC,STANTONSBURG,4
6170,NC,STATESVILLE,44
6171,NC,SUITE 200,1
6172,NC,SUNSET BEACH,1
6173,NC,SWAN QUARTER,4
6174,NC,SWANNANOA,4
6175,NC,TABOR CITY,1
6176,NC,TAR HEEL,2
6177,NC,TARBORO,8
6178,NC,THOMASVILLE,20
6179,NC,TIMBERLAKE,2
6180,NC,TRINITY,5
6181,NC,TROUTMAN,6
6182,NC,TROY,4
6183,NC,TYNER,1
6184,NC,TYSONS CORNER,1
6185,NC,VALDESE,3
6186,NC,VASS,1
6187,NC,WADESBORO,4
6188,NC,WAKE FOREST,72
6189,NC,WALKERTOWN,1
6190,NC,WALLACE,1
6191,NC,WARENTON,3
6192,NC,WARRENTON,15
6193,NC,WARSAW,97
6194,NC,WASHINGTON,11
6195,NC,WAVERLY,1
6196,NC,WAXHAW,10
6197,NC,WEAVERVILLE,1
6198,NC,WELCOME,6
6199,NC,WENDELL,11
6200,NC,WEST END,2
6201,NC,WHITEVILLE,4
6202,NC,WHITSETT,11
6203,NC,WILKESBORO,1
6204,NC,WILLIAMSTON,4
6205,NC,WILMINGTON,518
6206,NC,WILSON,317
6207,NC,WINATON SALEM,1
6208,NC,WINDSOR,11
6209,NC,WINGATE,15
6210,NC,WINNABOW,1
6211,NC,WINSTO-SALEM,1
6212,NC,WINSTON SALEM,371
6213,NC,WINSTON-SALEM,418
6214,NC,WINTERVILLE,4
6215,NC,WINTON,5
6216,NC,WRIGHTSVILLE BEACH,2
6217,NC,YOUNGSVILLE,11
6218,NC,ZEBULON,3
6219,ND,ALEXANDER,1
6220,ND,BATHGATE,1
6221,ND,BELFIELD,2
6222,ND,BERTHOLD,1
6223,ND,BISMARCK,150
6224,ND,BISMARK,6
6225,ND,BOTTINEAU,1
6226,ND,CANDO,3
6227,ND,CARRINGTON,2
6228,ND,CHARLOTTE,1
6229,ND,COLUMBUS,1
6230,ND,COOPERSTOWN,5
6231,ND,CROSBY,1
6232,ND,CUMMINGS,2
6233,ND,DICKINSON,28
6234,ND,DULUTH,1
6235,ND,DURHAM,1
6236,ND,FARGO,869
6237,ND,FAROG,1
6238,ND,FORMAN,1
6239,ND,FORT YATES,11
6240,ND,FT YATES,1
6241,ND,GLEN ULLIN,1
6242,ND,GRAND FORKS,267
6243,ND,GRENORA,2
6244,ND,HARVEY,2
6245,ND,HAZEN,1
6246,ND,HETTINGER,3
6247,ND,HIGH POINT,1
6248,ND,JAMESTOWN,5
6249,ND,KENMARE,3
6250,ND,KINDRED,1
6251,ND,LAKOTA,4
6252,ND,MANDAN,4
6253,ND,MAYVILLE,2
6254,ND,MILNOR,1
6255,ND,MINOT,62
6256,ND,MORRISVILLE,1
6257,ND,NEW TOWN,3
6258,ND,NEW YORK,2
6259,ND,PARK RIVER,3
6260,ND,PEMBINA,1
6261,ND,PETERSBURG,3
6262,ND,ROLLA,3
6263,ND,RUGBY,2
6264,ND,SELFRIDGE,1
6265,ND,SHERWOOD,1
6266,ND,STANLEY,1
6267,ND,TIOGA,11
6268,ND,TOWNER,4
6269,ND,VALLEY CITY,6
6270,ND,WAHPETON,5
6271,ND,WARWICK,1
6272,ND,WEST FARGO,51
6273,ND,WILLISTON,27
6274,NE,1020 EAST 1ST STREET,1
6275,NE,ALBANY,1
6276,NE,AUBURN,1
6277,NE,AURORA,3
6278,NE,BEATRICE,3
6279,NE,BELLEVUE,12
6280,NE,BLAIR,6
6281,NE,BOYS TOWN,4
6282,NE,BRIDGEPORT,8
6283,NE,COLUMBUS,7
6284,NE,CRETE,3
6285,NE,DESHLER,8
6286,NE,ELIZABETH,1
6287,NE,ELKHORN,190
6288,NE,EUSTIS,2
6289,NE,FALLS CITY,3
6290,NE,FREMONT,14
6291,NE,FRIEND,1
6292,NE,GERING,1
6293,NE,GORDON,1
6294,NE,GRAND ISLAND,17
6295,NE,GRANT,1
6296,NE,GREENSBORO,1
6297,NE,GRETNA,3
6298,NE,HASTINGS,25
6299,NE,HEBRON,1
6300,NE,HOLDREGE,1
6301,NE,IMPERIAL,2
6302,NE,KEARNEY,61
6303,NE,KIMBALL,2
6304,NE,LA VISTA,4
6305,NE,LAVISTA,3
6306,NE,LEXINGTON,4
6307,NE,LINCOLN,965
6308,NE,LIVINGSTON,2
6309,NE,LYONS,1
6310,NE,MALCOLM,2
6311,NE,MINDEN,2
6312,NE,NEW YORK,4
6313,NE,NORFOLK,24
6314,NE,NORTH PLATTE,52
6315,NE,O'NEILL,1
6316,NE,OAKLAND,1
6317,NE,OGALLALA,1
6318,NE,OMAHA,4808
6319,NE,ORD,3
6320,NE,PAPILLION,156
6321,NE,PAWNEE CITY,4
6322,NE,PERU,1
6323,NE,PLEASANTON,1
6324,NE,PORTLAND,2
6325,NE,RALEIGH,1
6326,NE,RALSTON,3
6327,NE,ROCA,1
6328,NE,SAN CARLOS,1
6329,NE,SANTA CLARA,1
6330,NE,SCHUYLER,2
6331,NE,SCOTTSBLUFF,13
6332,NE,SEWARD,3
6333,NE,SIDNEY,90
6334,NE,SIOUX CITY,1
6335,NE,SPARKS,2
6336,NE,SUITE #100,2
6337,NE,VALENTINE,2
6338,NE,WAHOO,1
6339,NE,WAVERLY,2
6340,NE,WAYNE,1
6341,NE,WEST POINT,1
6342,NE,WILCOX,1
6343,NE,YORK,2
6344,NH,ALTON,4
6345,NH,AMHERST,6
6346,NH,ATKINSON,1
6347,NH,AUBURN,9
6348,NH,BARRINGTON,2
6349,NH,BEDFORD,218
6350,NH,BELMONT,1
6351,NH,BERLIN,12
6352,NH,BETHLEHEM,2
6353,NH,BOSTON,7
6354,NH,BRENTWOOD,1
6355,NH,BRONX,1
6356,NH,CANAAN,4
6357,NH,CENTER CONWAY,1
6358,NH,CENTER TUFTONBORO,2
6359,NH,CHARLESTOWN,2
6360,NH,CLAREMONT,8
6361,NH,CONCOD,1
6362,NH,CONCORD,35
6363,NH,CONTOOCOOK,2
6364,NH,CONWAY,3
6365,NH,DEERFIELD,2
6366,NH,DERRY,6
6367,NH,DIXVILLE NOTCH,1
6368,NH,DOVER,61
6369,NH,DUBLIN,5
6370,NH,DURHAM,165
6371,NH,EAST BRUNSWICK,2
6372,NH,EPSOM,1
6373,NH,EXETER,19
6374,NH,FRANCONIA,1
6375,NH,FRANKLIN,2
6376,NH,FREEDOM,1
6377,NH,GREENFIELD,3
6378,NH,GREENLAND,2
6379,NH,HAMPSTEAD,2
6380,NH,HAMPTON,26
6381,NH,HAMPTON FALLS,1
6382,NH,HANCOCK,1
6383,NH,HANOVER,274
6384,NH,HAZLET,1
6385,NH,HENNIKER,4
6386,NH,HOBOKEN,1
6387,NH,HOLLIS,2
6388,NH,HOOKSET,1
6389,NH,HOOKSETT,2
6390,NH,HUDSON,27
6391,NH,JERSEY CITY,1
6392,NH,KEENE,202
6393,NH,LACONIA,81
6394,NH,LANCASTER,1
6395,NH,LAS VEGAS,1
6396,NH,LEBANON,280
6397,NH,LINCOLN,1
6398,NH,LITTLETON,9
6399,NH,LONDERRY,1
6400,NH,LONDONDERRY,103
6401,NH,LOUDON,3
6402,NH,LYME,1
6403,NH,MADISON,2
6404,NH,MANCHESTER,655
6405,NH,MEREDITH,1
6406,NH,MERIDEN,5
6407,NH,MERRIMACK,1056
6408,NH,MILFORD,7
6409,NH,MIRROR LAKE,3
6410,NH,MOULTONBORO,5
6411,NH,NASHUA,2314
6412,NH,NEW HAMPTON,1
6413,NH,NEW IPSWICH,1
6414,NH,NEW LONDON,11
6415,NH,NEW YORK,2
6416,NH,NEWINGTON,8
6417,NH,NEWMARKET,2
6418,NH,NEWTON,1
6419,NH,NORTH BERGEN,1
6420,NH,NORTH CONWAY,3
6421,NH,NORTH SUTTON,3
6422,NH,NORTH SWANZEY,2
6423,NH,ORFORD,1
6424,NH,PELHAM,4
6425,NH,PEMBROKE,2
6426,NH,PETERBOROUGH,23
6427,NH,PLYMOUTH,14
6428,NH,PORTSMOUTH,297
6429,NH,RINDGE,4
6430,NH,ROCHESTER,28
6431,NH,SALEM,461
6432,NH,SANBORNTON,2
6433,NH,SEABROOK,11
6434,NH,SOMERSET,1
6435,NH,SOMERSWORTH,11
6436,NH,SOUTH PLAINFIELD,1
6437,NH,STRATHAM,11
6438,NH,SWANZEY,3
6439,NH,TILTON,3
6440,NH,WALPOLE,1
6441,NH,WARNER,2
6442,NH,WATERVILLE VALLEY,3
6443,NH,WEBSTER,10
6444,NH,WEST LEBANON,16
6445,NH,WHITE PLAINS,1
6446,NH,WHITEFIELD,2
6447,NH,WILTON,7
6448,NH,WINDHAM,3
6449,NH,WOLFEBORO,9
6450,NH,WOODSVILLE,1
6451,NJ,14TH FL,1
6452,NJ,379 PRINCETON-HIGHTS TOWN ROA,26
6453,NJ,8816,1
6454,NJ,ABERDEEN,342
6455,NJ,ABSECON,1
6456,NJ,ALLENDALE,25
6457,NJ,ALLENHURST,1
6458,NJ,ALLENTOWN,5
6459,NJ,"ALLENTOWN,",9
6460,NJ,ALPINE,6
6461,NJ,ANDOVER,2
6462,NJ,ANNANDALE,62
6463,NJ,APPLE VALLEY,2
6464,NJ,ASBURY PARK,4
